id_match,team_team_abbrev_name,distancia
104436,VBC,4.563617894457697
104437,JOV,3.8726711290118767
104437,LLT,4.533476458912626
104438,JOV,3.773311347224855
104438,LLT,4.0480454290716414
104439,DGC,5.346752953893012
104439,VBC,4.721815563508802
104440,LLT,4.43664319565199
104440,VBC,3.5741549007584923
104441,LLT,4.419571931440905
104441,VBC,4.323791529687733
104442,LLT,3.8817544516798086
104442,VBC,4.173635052894268
104445,BAR,5.202528908059714
104445,UNI,4.782335055463567
104446,RMB,4.641122602656312
104446,UNI,3.6188055978536062
104447,RMB,4.557329949575867
104447,UNI,4.50319114234154
104448,RMB,3.8651007658514716
104448,UNI,3.655166249658176
104449,RMB,4.046536128699207
104449,UNI,4.76177763538701
104451,RMB,4.158626526314979
104451,VBC,4.903724555694815
104452,RMB,4.2310941355203475
